Number,Title,Vehicle_class,Manufacturer,Features,Acquisition,Price,Storage_location,Delivery_method,Modifications,Resale_flag,Resale_price,Race_availability,Top_speed_in_game,Based_on,Seats,weight_in_kg,drive_train,gears,release_date,release_dlc,top_speed_real,lap_time,bulletproof,weapon1_resistance,weapon2_resistance,weapon3_resistance,weapon4_resistance,weapon5_resistance,speed,acceleration,braking,handling,overall,vehicle_url
429, Übermacht Sentinel XS,Coupes,Übermacht,"Has Liveries, HSW Performance Upgrade",Can be stolen / found,"$60,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$36,000	
	($943,115 when fully upgraded)",Can be used in Races,88.23 mph (142.00 km/h),BMW M3 E92,2,"1,400	KG",RWD,6,17-Sep-13,1.01 Game Launch,117.25 mph (188.70 km/h),01:10.1,No,1,1,2,1,1,"Speed
76.19","Acceleration
52.50","Braking
30.00","Handling
74.24","Overall
58.23",https://www.gtabase.com//grand-theft-auto-v/vehicles/ubermacht-sentinel-xs
430, Declasse Scramjet,Super,Declasse,"Has Liveries, Has Trade Price, Homing Missiles, Jump Ability, No Passive Mode, Rocket Boost, Unique Radar Icon, Weaponized Vehicle",Warstock Cache & Carry,"$3,480,000 ",Garage (Personal Vehicle),Mechanic,MOC / Avenger Workshop,Can be sold only if purchased (High-End),"$2,088,000	
	($2,228,825 when fully upgraded)",Special Vehicle Races,99.42 mph (160.00 km/h),"1960s Anime series Speed Racer, Mach 5, Alfa Romeo 33/2 Coupé Speciale",2,"1,600	KG",RWD,6,21-Aug-18,1.44 After Hours,137.00 mph (220.48 km/h),00:57.9,No,1,1,2,1,1,"Speed
85.85","Acceleration
100.00","Braking
31.67","Handling
81.82","Overall
74.83",https://www.gtabase.com//grand-theft-auto-v/vehicles/scramjet
431, Bravado Gauntlet Hellfire,Muscle,Bravado,Has Liveries,Southern S.A. Super Autos,"$745,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$447,000	
	($635,045 when fully upgraded)",Can be used in Races,96.31 mph (155.00 km/h),"2018 Dodge Challenger Demon, 5th Gen Chevrolet Camaro, 6th Gen Ford Mustang",2,"1,940	KG",RWD,5,5-Sep-19,1.48 Diamond Casino & Resort,125.25 mph (201.57 km/h),01:09.9,No,1,1,2,1,1,"Speed
83.17","Acceleration
90.00","Braking
30.00","Handling
71.21","Overall
68.59",https://www.gtabase.com//grand-theft-auto-v/vehicles/gauntlet-hellfire
432, Übermacht Sentinel Classic Widebody,Sports,Übermacht,"Custom Vehicle, Has Liveries",Benny's Original Motor Works,"$700,000 ",Garage (Personal Vehicle),Mechanic,Benny's Original Motor Works,Can be sold only if purchased (High-End),"$420,000	
	($735,209 when fully upgraded)",Can be used in Races,91.22 mph (146.80 km/h),BMW E30 M3,2,"1,040	KG",RWD,5,22-Nov-22,1.61 Criminal Enterprises,127.25 mph (204.79 km/h),01:03.8,No,1,1,2,1,1,"Speed
78.77","Acceleration
73.75","Braking
29.33","Handling
100.00","Overall
70.46",https://www.gtabase.com//grand-theft-auto-v/vehicles/sentinel-classic-widebody
433, Declasse Drift Yosemite,Muscle,Declasse,"Has Liveries, Has Trade Price",Southern S.A. Super Autos,"$1,308,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$784,800	
	($966,875 when fully upgraded)",Can be used in Races,86.99 mph (140.00 km/h),Chevrolet C10,2,"1,200	KG",RWD,6,6-Feb-20,1.49 Diamond Casino Heist,108.25 mph (174.21 km/h),01:07.4,No,1,1,2,1,1,"Speed
75.12","Acceleration
98.75","Braking
28.33","Handling
79.55","Overall
70.44",https://www.gtabase.com//grand-theft-auto-v/vehicles/drift-yosemite
434, Lampadati Komoda,Sports,Lampadati,"Has Liveries, Has Trade Price",Legendary Motorsport,"$1,700,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,020,000	
	($1,223,038 when fully upgraded)",Can be used in Races,96.93 mph (156.00 km/h),Alfa Romeo Giulia Quadrifoglio,4,"1,575	KG",RWD,6,12-Dec-19,1.49 Diamond Casino Heist,123.00 mph (197.95 km/h),01:04.3,No,1,1,2,1,1,"Speed
83.70","Acceleration
91.75","Braking
31.67","Handling
81.52","Overall
72.16",https://www.gtabase.com//grand-theft-auto-v/vehicles/komoda
435, Dewbauchee Champion,Super,Dewbauchee,"Armored Vehicle, Bulletproof - Front, Bulletproof - Side, Bulletproof - Rear, Countermeasures, Has Liveries, Has Trade Price, Imani Tech, Proximity Mines, Remote Control Unit, Unique Radar Icon, Weaponized Vehicle",Legendary Motorsport,"$2,995,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,797,000	
	($2,472,745 when fully upgraded)",Can be used in Races,99.92 mph (160.80 km/h),Aston Martin Victor,2,"1,500	KG",RWD,6,15-Dec-21,1.58 The Contract,124.75 mph (200.77 km/h),01:04.7,Bullet resistant windows; Needs Armor Plating upgrade for maximum resistance to explosive,12,4,10,2,1,"Speed
86.28","Acceleration
89.75","Braking
38.33","Handling
77.76","Overall
73.03",https://www.gtabase.com//grand-theft-auto-v/vehicles/champion
436, Imponte Deluxo,Sports Classics,Imponte,"Float on Water, Flying Car / Bike, Has Trade Price, Homing Missiles, Hover Mode, No Passive Mode, Unique Radar Icon, Weaponized Vehicle",Warstock Cache & Carry,"$4,721,500 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$2,832,900	
	($3,088,850 when fully upgraded)",Special Vehicle Races,86.99 mph (140.00 km/h),"DeLorean DMC-12 from the Back To The Future movie, with the ability to fly and gull-wing doors",2,"1,600	KG",RWD,4,12-Dec-17,1.42 The Doomsday Heist,127.25 mph (204.79 km/h),01:07.4,No,1,1,2,1,1,"Speed
75.12","Acceleration
56.88","Braking
23.33","Handling
62.12","Overall
54.36",https://www.gtabase.com//grand-theft-auto-v/vehicles/imponte-deluxo
437, Chariot Romero Hearse,Sedans,Chariot,NA,Can be stolen / found,"$45,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$27,000	
	($89,350 when fully upgraded)",Can be used in Races,77.67 mph (125.00 km/h),Lincoln Town Car Hearse,2,"2,000	KG",RWD,5,17-Sep-13,1.01 Game Launch,89.50 mph (144.04 km/h),01:25.0,No,1,1,2,1,1,"Speed
67.07","Acceleration
37.50","Braking
16.67","Handling
59.09","Overall
45.08",https://www.gtabase.com//grand-theft-auto-v/vehicles/chariot-romero-hearse
438, Obey 9F,Sports,Obey,"Has Variants, Mystery Prize",Legendary Motorsport,"$120,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$72,000	
	($214,200 when fully upgraded)",Can be used in Races,96.31 mph (155.00 km/h),Audi R8,2,"1,300	KG",NA,6,17-Sep-13,1.01 Game Launch,119.75 mph (192.72 km/h),01:04.1,No,1,1,2,1,1,"Speed
83.17","Acceleration
82.50","Braking
33.33","Handling
77.27","Overall
69.07",https://www.gtabase.com//grand-theft-auto-v/vehicles/obey-9f
439, Dewbauchee JB 700W,Sports Classics,Dewbauchee,"No Passive Mode, Proximity Mines, Weaponized Vehicle",Warstock Cache & Carry,"$1,470,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$882,000	
	($1,131,250 when fully upgraded)",Cannot be used in Races,93.21 mph (150.00 km/h),Aston Martin DB5,2,"1,600	KG",RWD,5,26-Dec-19,1.49 Diamond Casino Heist,119.25 mph (191.91 km/h),01:12.1,No,1,1,2,1,1,"Speed
80.48","Acceleration
65.00","Braking
20.00","Handling
65.15","Overall
57.66",https://www.gtabase.com//grand-theft-auto-v/vehicles/jb-700w
440, Enus Paragon R,Sports,Enus,"Has Liveries, Has Variants",Legendary Motorsport,"$905,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$543,000	
	($730,395 when fully upgraded)",Can be used in Races,99.36 mph (159.90 km/h),2018 Bentley Continental GT,2,"2,415	KG",NA,8,23-Jul-19,1.48 Diamond Casino & Resort,123.25 mph (198.35 km/h),01:02.2,No,1,1,2,1,1,"Speed
85.79","Acceleration
82.25","Braking
33.33","Handling
81.06","Overall
70.61",https://www.gtabase.com//grand-theft-auto-v/vehicles/paragon-r
441, Benefactor Dubsta 2,SUVs,Benefactor,Has Variants,Can be stolen / found,"$70,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$45,000	
	($138,150 when fully upgraded)",Can be used in Races,86.99 mph (140.00 km/h),Mercedes-Benz G-Class,4,"2,400	KG",NA,5,17-Sep-13,1.01 Game Launch,102.00 mph (164.15 km/h),01:19.0,No,1,1,2,1,1,"Speed
75.12","Acceleration
50.00","Braking
26.67","Handling
65.15","Overall
54.23",https://www.gtabase.com//grand-theft-auto-v/vehicles/benefactor-dubsta-2
442, Pegassi Esskey,Motorcycles,Pegassi,"Has Liveries, Mystery Prize",Southern S.A. Super Autos,"$264,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$158,400	
	($323,870 when fully upgraded)",Can be used in Races,90.10 mph (145.00 km/h),Ducati Scrambler,2,"190	KG",RWD,5,15-Nov-16,1.36 Bikers,112.75 mph (181.45 km/h),01:06.4,No,1,1,2,1,1,"Speed
77.80","Acceleration
73.75","Braking
40.00","Handling
65.15","Overall
64.18",https://www.gtabase.com//grand-theft-auto-v/vehicles/pegassi-esskey
443, Mammoth Patriot,Off-Road,Mammoth,"Has Liveries, Has Variants, Mystery Prize",Can be stolen / found,"$50,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$30,000	
	($140,050 when fully upgraded)",Can be used in Races,80.78 mph (130.00 km/h),Hummer H2,4,"3,500	KG",NA,5,17-Sep-13,1.01 Game Launch,98.25 mph (158.12 km/h),01:23.5,No,1,1,2,1,1,"Speed
69.75","Acceleration
50.00","Braking
10.67","Handling
51.52","Overall
45.48",https://www.gtabase.com//grand-theft-auto-v/vehicles/mammoth-patriot
444, Declasse Vamos,Muscle,Declasse,Has Liveries,Southern S.A. Super Autos,"$596,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$357,600	
	($539,995 when fully upgraded)",Can be used in Races,90.10 mph (145.00 km/h),Chevrolet Nova,2,"1,380	KG",RWD,4,14-Feb-19,1.46 Arena War,112.25 mph (180.65 km/h),01:09.9,No,1,1,2,1,1,"Speed
77.80","Acceleration
82.50","Braking
16.67","Handling
68.18","Overall
61.29",https://www.gtabase.com//grand-theft-auto-v/vehicles/vamos
445, Vapid Ellie,Muscle,Vapid,"Has Liveries, Has Trade Price",Southern S.A. Super Autos,"$565,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$339,000	
	($493,750 when fully upgraded)",Can be used in Races,87.30 mph (140.50 km/h),"1967 Ford Mustang/Shelby GT500, Eleanor",2,"1,370	KG",RWD,5,27-Mar-18,1.43 Southern SA Super Sport Series,106.50 mph (171.39 km/h),01:13.2,No,1,1,2,1,1,"Speed
75.39","Acceleration
81.25","Braking
16.67","Handling
77.27","Overall
62.64",https://www.gtabase.com//grand-theft-auto-v/vehicles/vapid-ellie
446, Pegassi Bati 801RR,Motorcycles,Pegassi,"Has Liveries, Has Variants, Mystery Prize",Southern S.A. Super Autos,"$15,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$9,000	
	($63,600 when fully upgraded)",Can be used in Races,93.21 mph (150.00 km/h),Ducati 1199,2,"230	KG",RWD,6,17-Sep-13,1.01 Game Launch,135.00 mph (217.26 km/h),00:58.6,No,1,1,2,1,1,"Speed
80.48","Acceleration
75.00","Braking
46.67","Handling
70.30","Overall
68.11",https://www.gtabase.com//grand-theft-auto-v/vehicles/pegassi-bati-801rr
447, Vapid Dominator ASP,Muscle,Vapid,"Has Liveries, Has Trade Price, Tuners Vehicle",Southern S.A. Super Autos,"$1,775,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,065,000	
	($1,415,623 when fully upgraded)",Can be used in Races,93.67 mph (150.75 km/h),Ford Mustang SVT Cobra R (New Edge),2,"1,665	KG",RWD,5,5-Aug-21,1.57 Los Santos Tuners,119.00 mph (191.51 km/h),01:05.7,No,1,1,2,1,1,"Speed
80.89","Acceleration
85.50","Braking
30.67","Handling
75.50","Overall
68.14",https://www.gtabase.com//grand-theft-auto-v/vehicles/dominator-asp
448, Vapid Guardian,Industrial,Vapid,Peds can stand on top,Southern S.A. Super Autos,"$375,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$225,000	
	($291,275 when fully upgraded)",Can be used in Races,80.78 mph (130.00 km/h),"Ford F-650, GMC Kodiak",6,"3,800	KG",NA,6,10-Mar-15,1.21 Heists DLC,100.50 mph (161.74 km/h),01:18.2,No,1,1,2,1,1,"Speed
69.75","Acceleration
52.50","Braking
20.00","Handling
60.61","Overall
50.71",https://www.gtabase.com//grand-theft-auto-v/vehicles/vapid-guardian
449,  Rhino Tank,Military,NA,"Armored Vehicle, Bulletproof - Front, Bulletproof - Side, Bulletproof - Rear, No Passive Mode, Unique Radar Icon, Weaponized Vehicle",Warstock Cache & Carry,"$1,500,000 ",Pegasus Vehicle,Pegasus Concierge,Cannot be modified,Cannot be sold,NA,Transform Races Only,34.18 mph (55.00 km/h),"Leopard 2A4, M1 Abrams",1,"60,000	KG",NA,1,17-Sep-13,1.01 Game Launch,40.50 mph (65.18 km/h),02:26.2,"Yes, it has no windows",4,4,9,2,1,"Speed
29.51","Acceleration
27.50","Braking
6.67","Handling
75.76","Overall
34.86",https://www.gtabase.com//grand-theft-auto-v/vehicles/rhino-tank
450, Pegassi Infernus Classic,Sports Classics,Pegassi,Mystery Prize,Legendary Motorsport,"$915,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$549,000	
	($701,850 when fully upgraded)",Can be used in Races,92.89 mph (149.50 km/h),"Lamborghini Diablo, Cizeta V16T, Ferrari Testarossa",2,"1,400	KG",RWD,6,28-Mar-17,1.38 Special Vehicle Circuit,118.00 mph (189.90 km/h),01:06.3,No,1,1,2,1,1,"Speed
80.21","Acceleration
82.50","Braking
16.67","Handling
79.85","Overall
64.81",https://www.gtabase.com//grand-theft-auto-v/vehicles/pegassi-infernus-classic
451, Dewbauchee Specter,Sports,Dewbauchee,Has Variants,Benny's Original Motor Works,"$599,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$359,400	
	($501,900 when fully upgraded)",Can be used in Races,96.31 mph (155.00 km/h),"Aston Martin DB10/One-77, Porsche 918, Mercedes-McLaren SLR",2,"1,550	KG",RWD,6,17-Jan-17,1.37 Import/Export,121.25 mph (195.13 km/h),01:04.4,No,1,1,2,1,1,"Speed
83.17","Acceleration
80.00","Braking
33.33","Handling
79.39","Overall
68.97",https://www.gtabase.com//grand-theft-auto-v/vehicles/dewbauchee-specter
452, Declasse Sabre Turbo,Muscle,Declasse,"Has Variants, Mystery Prize",Can be stolen / found,"$15,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$9,000	
	($81,070 when fully upgraded)",Can be used in Races,86.99 mph (140.00 km/h),"Chevrolet Chevelle, Oldsmobile Cutlass",2,"1,200	KG",RWD,5,17-Sep-13,1.01 Game Launch,110.75 mph (178.23 km/h),01:10.1,No,1,1,2,1,1,"Speed
75.12","Acceleration
70.00","Braking
26.67","Handling
68.18","Overall
59.99",https://www.gtabase.com//grand-theft-auto-v/vehicles/declasse-sabre-turbo
453, Ocelot Ardent,Sports Classics,Ocelot,"Has Liveries, No Passive Mode, Weaponized Vehicle",Warstock Cache & Carry,"$1,150,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$690,000	
	($861,750 when fully upgraded)",Can be used in Races,91.96 mph (148.00 km/h),Lotus Esprit,2,"1,200	KG",RWD,5,22-Aug-17,1.40 Gunrunning Pack,117.75 mph (189.50 km/h),01:05.2,No,1,1,2,1,1,"Speed
79.41","Acceleration
71.25","Braking
30.00","Handling
80.30","Overall
65.24",https://www.gtabase.com//grand-theft-auto-v/vehicles/ocelot-ardent
454, Dewbauchee Massacro,Sports,Dewbauchee,"Has Variants, Mystery Prize",Legendary Motorsport,"$275,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$165,000	
	($319,900 when fully upgraded)",Can be used in Races,97.06 mph (156.20 km/h),"Corvette C7, Ferrari F12 Berlinetta/360/F430, 2nd gen Aston Martin Vanquish",2,"1,700	KG",RWD,6,13-May-14,1.13 High Life,121.75 mph (195.94 km/h),01:03.9,No,1,1,2,1,1,"Speed
82.09","Acceleration
90.25","Braking
30.00","Handling
74.24","Overall
69.15",https://www.gtabase.com//grand-theft-auto-v/vehicles/dewbauchee-massacro
455, Western Reever,Motorcycles,Western,Has Liveries,Legendary Motorsport,"$1,900,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,140,000	
	($1,330,700 when fully upgraded)",Can be used in Races,93.95 mph (151.20 km/h),ARCH Method 143,1,"205	KG",RWD,5,3-Feb-22,1.58 The Contract,163.00 mph (262.32 km/h),00:59.5,No,1,1,2,1,1,"Speed
81.13","Acceleration
100.00","Braking
43.33","Handling
66.67","Overall
72.78",https://www.gtabase.com//grand-theft-auto-v/vehicles/reever
456, Pegassi Tezeract,Super,Pegassi,"Electric Vehicle, Has Liveries",Legendary Motorsport,"$2,825,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,695,000	
	($1,816,715 when fully upgraded)",Can be used in Races,105.01 mph (169.00 km/h),"Lamborghini Terzo Millennio,SRT Tomahawk",2,"1,800	KG",NA,1,27-Mar-18,1.43 Southern SA Super Sport Series,125.50 mph (201.97 km/h),01:01.2,No,1,1,2,1,1,"Speed
90.68","Acceleration
91.50","Braking
40.00","Handling
100.00","Overall
80.55",https://www.gtabase.com//grand-theft-auto-v/vehicles/pegassi-tezeract
457, Imponte Nightshade,Muscle,Imponte,NA,Legendary Motorsport,"$585,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$351,000	
	($500,400 when fully upgraded)",Can be used in Races,90.10 mph (145.00 km/h),"Chevrolet Camaro, Pontiac GTO/Firebird",2,"1,400	KG",RWD,5,15-Dec-15,1.31 Executives and Other Criminals,104.50 mph (168.18 km/h),01:14.8,No,1,1,2,1,1,"Speed
77.80","Acceleration
62.50","Braking
20.00","Handling
68.18","Overall
57.12",https://www.gtabase.com//grand-theft-auto-v/vehicles/imponte-nightshade
458, Canis Crusader,Military,Canis,Gives Rewards Upon Entry,Warstock Cache & Carry,"$225,000 ",Pegasus Vehicle,Pegasus Concierge,Cannot be modified,Cannot be sold,NA,Can be used in Races,80.78 mph (130.00 km/h),Jeep Wrangler JK Unlimited,4,"2,400	KG",NA,5,17-Sep-13,1.01 Game Launch,91.25 mph (146.85 km/h),01:26.5,No,1,1,2,1,1,"Speed
69.75","Acceleration
45.00","Braking
10.00","Handling
57.58","Overall
45.58",https://www.gtabase.com//grand-theft-auto-v/vehicles/canis-crusader
459, Declasse Hotring Sabre,Sports,Declasse,Has Liveries,Southern S.A. Super Autos,"$830,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$498,000	
	($644,225 when fully upgraded)",Can be used in Races,98.80 mph (159.00 km/h),"Chevrolet Lumina, Oldsmobile Cutlass Supreme",2,"1,508	KG",RWD,4,20-Mar-18,1.43 Southern SA Super Sport Series,121.75 mph (195.94 km/h),01:07.0,No,1,1,2,1,1,"Speed
85.31","Acceleration
83.75","Braking
23.33","Handling
77.27","Overall
67.42",https://www.gtabase.com//grand-theft-auto-v/vehicles/declasse-hotring-sabre
460, Dundreary Stretch,Sedans,Dundreary,NA,Southern S.A. Super Autos,"$30,000 ",Pegasus Vehicle,Pegasus Concierge,Cannot be modified,Cannot be sold,NA,Transform Races Only,83.89 mph (135.00 km/h),Lincoln Town Car,6,"2,400	KG",RWD,5,17-Sep-13,1.01 Game Launch,94.25 mph (151.68 km/h),01:27.1,No,1,1,2,1,1,"Speed
72.43","Acceleration
42.50","Braking
26.67","Handling
56.06","Overall
49.42",https://www.gtabase.com//grand-theft-auto-v/vehicles/dundreary-stretch
461, Übermacht Zion Cabrio,Coupes,Übermacht,"Convertible - Soft-top, Mystery Prize",Can be stolen / found,"$65,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$39,000	
	($150,438 when fully upgraded)",Can be used in Races,90.10 mph (145.00 km/h),BMW 6-Series E64,2,"1,400	KG",RWD,6,17-Sep-13,1.01 Game Launch,117.00 mph (188.29 km/h),01:07.4,No,1,1,2,1,1,"Speed
77.80","Acceleration
55.00","Braking
30.00","Handling
78.79","Overall
60.40",https://www.gtabase.com//grand-theft-auto-v/vehicles/ubermacht-zion-cabrio
462, Übermacht Revolter,Sports,Übermacht,"Has Liveries, No Passive Mode, Weaponized Vehicle",Legendary Motorsport,"$1,610,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$966,000	
	($1,161,225 when fully upgraded)",Can be used in Races,86.99 mph (140.00 km/h),"Cadillac Escala Concept, Audi TT Mk3",4,"2,600	KG",NA,6,23-Jan-18,1.42 The Doomsday Heist,115.50 mph (185.88 km/h),01:04.2,No,1,1,2,1,1,"Speed
75.12","Acceleration
87.50","Braking
26.67","Handling
68.18","Overall
64.37",https://www.gtabase.com//grand-theft-auto-v/vehicles/ubermacht-revolter
463, LCC Innovation,Motorcycles,LCC,NA,Southern S.A. Super Autos,"$92,500 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$55,500	
	($110,100 when fully upgraded)",Can be used in Races,83.89 mph (135.00 km/h),"Harley Davidson Breakout, Billy Lane Choppers Inc",2,"250	KG",RWD,4,2-Oct-14,1.17 Last Team Standing,110.00 mph (177.03 km/h),01:05.0,No,1,1,2,1,1,"Speed
72.43","Acceleration
80.00","Braking
33.33","Handling
57.58","Overall
60.84",https://www.gtabase.com//grand-theft-auto-v/vehicles/lcc-innovation
464, Imponte Duke O'Death,Muscle,Imponte,"Armored Vehicle, Bulletproof - Side, Bulletproof - Rear",Warstock Cache & Carry,"$665,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$399,000	
	($458,550 when fully upgraded)",Can be used in Races,94.45 mph (152.00 km/h),Dodge Charger/Pontiac GTO,2,"5,000	KG",RWD,4,18-Nov-14,1.18 PS4 & Xbox One Release,114.25 mph (183.87 km/h),01:10.1,Bulletproof from the rear and slightly front right,9,3,7,1,1,"Speed
81.56","Acceleration
87.50","Braking
30.00","Handling
68.48","Overall
66.89",https://www.gtabase.com//grand-theft-auto-v/vehicles/imponte-duke-o-death
465, Gallivanter Baller II,SUVs,Gallivanter,Has Variants,Can be stolen / found,"$90,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$54,000	
	($142,375 when fully upgraded)",Can be used in Races,83.89 mph (135.00 km/h),Range Rover Evoque/Range Rover Sport,4,"2,200	KG",NA,5,17-Sep-13,1.01 Game Launch,108.25 mph (174.21 km/h),01:14.1,No,1,1,2,1,1,"Speed
72.43","Acceleration
67.50","Braking
20.00","Handling
60.61","Overall
55.14",https://www.gtabase.com//grand-theft-auto-v/vehicles/gallivanter-baller-ii
466, Ocelot Penetrator,Super,Ocelot,NA,Legendary Motorsport,"$880,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$528,000	
	($702,150 when fully upgraded)",Can be used in Races,99.11 mph (159.50 km/h),"Jaguar XJ220, Saleen S7",2,"1,470	KG",NA,5,13-Dec-16,1.37 Import/Export,124.00 mph (199.56 km/h),01:02.6,No,1,1,2,1,1,"Speed
85.58","Acceleration
75.00","Braking
26.67","Handling
78.18","Overall
66.36",https://www.gtabase.com//grand-theft-auto-v/vehicles/ocelot-penetrator
467, Übermacht Oracle,Coupes,Übermacht,Has Variants,Can be stolen / found,"$80,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$48,000	
	($153,513 when fully upgraded)",Can be used in Races,93.21 mph (150.00 km/h),"BMW 7 Series F01, BMW 6 Series Gran Coupe, BMW 5 Series GT",4,"1,900	KG",RWD,5,17-Sep-13,1.01 Game Launch,115.00 mph (185.07 km/h),01:11.7,No,1,1,2,1,1,"Speed
80.48","Acceleration
67.50","Braking
30.00","Handling
68.18","Overall
61.54",https://www.gtabase.com//grand-theft-auto-v/vehicles/ubermacht-oracle
468, Bravado Youga Classic,Vans,Bravado,"Has Liveries, Has Variants",Southern S.A. Super Autos,"$195,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$117,000	
	($269,695 when fully upgraded)",Can be used in Races,74.56 mph (120.00 km/h),Ford Ecoline (2nd gen),4,"2,500	KG",RWD,5,22-Nov-16,1.36 Bikers,91.00 mph (146.45 km/h),01:30.1,No,1,1,2,1,1,"Speed
64.39","Acceleration
35.00","Braking
10.00","Handling
54.55","Overall
40.98",https://www.gtabase.com//grand-theft-auto-v/vehicles/bravado-youga-classic
469, Annis ZR380 (Arena),Sports,Annis,"Arena Contender, Armored Vehicle, Has Liveries, Has Variants, Has Trade Price, JDM Car, Jump Ability, No Passive Mode, Proximity Mines, Rocket Boost, Unique Radar Icon, Weaponized Vehicle",Arena War,"$2,138,640 ",Garage (Personal Vehicle),Mechanic,Arena Workshop,Can be sold only if purchased (High-End),"$1,283,184	
	($2,628,119 when fully upgraded)",Arena War Races,98.18 mph (158.00 km/h),"Nissan 350Z, Nissan 370Z, Porsche 935",2,"1,600	KG",RWD,6,11-Dec-18,1.46 Arena War,140.50 mph (226.11 km/h),01:03.3,Window plates available at Arena's workshop,4,1,3,1,1,"Speed
84.78","Acceleration
87.50","Braking
26.67","Handling
75.76","Overall
68.67",https://www.gtabase.com//grand-theft-auto-v/vehicles/zr380-arena
470, Karin Sultan,Sports,Karin,"Has Variants, JDM Car, Mystery Prize",Can be stolen / found,"$12,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$7,200	
	($77,265 when fully upgraded)",Can be used in Races,90.10 mph (145.00 km/h),"Lexus IS, Mitsubishi Lancer Evo VI, Subaru Impreza",4,"1,400	KG",NA,5,17-Sep-13,1.01 Game Launch,115.75 mph (186.28 km/h),01:05.8,No,1,1,2,1,1,"Speed
77.80","Acceleration
65.00","Braking
13.33","Handling
71.21","Overall
56.84",https://www.gtabase.com//grand-theft-auto-v/vehicles/karin-sultan
