Number,Title,Vehicle_class,Manufacturer,Features,Acquisition,Price,Storage_location,Delivery_method,Modifications,Resale_flag,Resale_price,Race_availability,Top_speed_in_game,Based_on,Seats,weight_in_kg,drive_train,gears,release_date,release_dlc,top_speed_real,lap_time,bulletproof,weapon1_resistance,weapon2_resistance,weapon3_resistance,weapon4_resistance,weapon5_resistance,speed,acceleration,braking,handling,overall,vehicle_url
127, Vapid Guardian,Industrial,Vapid,Peds can stand on top,Southern S.A. Super Autos,"$375,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$225,000	
	($291,275 when fully upgraded)",Can be used in Races,80.78 mph (130.00 km/h),"Ford F-650, GMC Kodiak",6,"3,800	KG",NA,6,10-Mar-15,1.21 Heists DLC,100.50 mph (161.74 km/h),01:18.2,No,1,1,2,1,1,"Speed
69.75","Acceleration
52.50","Braking
20.00","Handling
60.61","Overall
50.71",https://www.gtabase.com//grand-theft-auto-v/vehicles/vapid-guardian
128,  Rhino Tank,Military,NA,"Armored Vehicle, Bulletproof - Front, Bulletproof - Side, Bulletproof - Rear, No Passive Mode, Unique Radar Icon, Weaponized Vehicle",Warstock Cache & Carry,"$1,500,000 ",Pegasus Vehicle,Pegasus Concierge,Cannot be modified,Cannot be sold,NA,Transform Races Only,34.18 mph (55.00 km/h),"Leopard 2A4, M1 Abrams",1,"60,000	KG",NA,1,17-Sep-13,1.01 Game Launch,40.50 mph (65.18 km/h),02:26.2,"Yes, it has no windows",4,4,9,2,1,"Speed
29.51","Acceleration
27.50","Braking
6.67","Handling
75.76","Overall
34.86",https://www.gtabase.com//grand-theft-auto-v/vehicles/rhino-tank
129, Pegassi Infernus Classic,Sports Classics,Pegassi,Mystery Prize,Legendary Motorsport,"$915,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$549,000	
	($701,850 when fully upgraded)",Can be used in Races,92.89 mph (149.50 km/h),"Lamborghini Diablo, Cizeta V16T, Ferrari Testarossa",2,"1,400	KG",RWD,6,28-Mar-17,1.38 Special Vehicle Circuit,118.00 mph (189.90 km/h),01:06.3,No,1,1,2,1,1,"Speed
80.21","Acceleration
82.50","Braking
16.67","Handling
79.85","Overall
64.81",https://www.gtabase.com//grand-theft-auto-v/vehicles/pegassi-infernus-classic
130, Dewbauchee Specter,Sports,Dewbauchee,Has Variants,Benny's Original Motor Works,"$599,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$359,400	
	($501,900 when fully upgraded)",Can be used in Races,96.31 mph (155.00 km/h),"Aston Martin DB10/One-77, Porsche 918, Mercedes-McLaren SLR",2,"1,550	KG",RWD,6,17-Jan-17,1.37 Import/Export,121.25 mph (195.13 km/h),01:04.4,No,1,1,2,1,1,"Speed
83.17","Acceleration
80.00","Braking
33.33","Handling
79.39","Overall
68.97",https://www.gtabase.com//grand-theft-auto-v/vehicles/dewbauchee-specter
131, Declasse Sabre Turbo,Muscle,Declasse,"Has Variants, Mystery Prize",Can be stolen / found,"$15,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$9,000	
	($81,070 when fully upgraded)",Can be used in Races,86.99 mph (140.00 km/h),"Chevrolet Chevelle, Oldsmobile Cutlass",2,"1,200	KG",RWD,5,17-Sep-13,1.01 Game Launch,110.75 mph (178.23 km/h),01:10.1,No,1,1,2,1,1,"Speed
75.12","Acceleration
70.00","Braking
26.67","Handling
68.18","Overall
59.99",https://www.gtabase.com//grand-theft-auto-v/vehicles/declasse-sabre-turbo
132, Ocelot Ardent,Sports Classics,Ocelot,"Has Liveries, No Passive Mode, Weaponized Vehicle",Warstock Cache & Carry,"$1,150,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$690,000	
	($861,750 when fully upgraded)",Can be used in Races,91.96 mph (148.00 km/h),Lotus Esprit,2,"1,200	KG",RWD,5,22-Aug-17,1.40 Gunrunning Pack,117.75 mph (189.50 km/h),01:05.2,No,1,1,2,1,1,"Speed
79.41","Acceleration
71.25","Braking
30.00","Handling
80.30","Overall
65.24",https://www.gtabase.com//grand-theft-auto-v/vehicles/ocelot-ardent
133, Dewbauchee Massacro,Sports,Dewbauchee,"Has Variants, Mystery Prize",Legendary Motorsport,"$275,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$165,000	
	($319,900 when fully upgraded)",Can be used in Races,97.06 mph (156.20 km/h),"Corvette C7, Ferrari F12 Berlinetta/360/F430, 2nd gen Aston Martin Vanquish",2,"1,700	KG",RWD,6,13-May-14,1.13 High Life,121.75 mph (195.94 km/h),01:03.9,No,1,1,2,1,1,"Speed
82.09","Acceleration
90.25","Braking
30.00","Handling
74.24","Overall
69.15",https://www.gtabase.com//grand-theft-auto-v/vehicles/dewbauchee-massacro
134, Western Reever,Motorcycles,Western,Has Liveries,Legendary Motorsport,"$1,900,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,140,000	
	($1,330,700 when fully upgraded)",Can be used in Races,93.95 mph (151.20 km/h),ARCH Method 143,1,"205	KG",RWD,5,3-Feb-22,1.58 The Contract,163.00 mph (262.32 km/h),00:59.5,No,1,1,2,1,1,"Speed
81.13","Acceleration
100.00","Braking
43.33","Handling
66.67","Overall
72.78",https://www.gtabase.com//grand-theft-auto-v/vehicles/reever
135, Pegassi Tezeract,Super,Pegassi,"Electric Vehicle, Has Liveries",Legendary Motorsport,"$2,825,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,695,000	
	($1,816,715 when fully upgraded)",Can be used in Races,105.01 mph (169.00 km/h),"Lamborghini Terzo Millennio,SRT Tomahawk",2,"1,800	KG",NA,1,27-Mar-18,1.43 Southern SA Super Sport Series,125.50 mph (201.97 km/h),01:01.2,No,1,1,2,1,1,"Speed
90.68","Acceleration
91.50","Braking
40.00","Handling
100.00","Overall
80.55",https://www.gtabase.com//grand-theft-auto-v/vehicles/pegassi-tezeract
136, Imponte Nightshade,Muscle,Imponte,NA,Legendary Motorsport,"$585,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$351,000	
	($500,400 when fully upgraded)",Can be used in Races,90.10 mph (145.00 km/h),"Chevrolet Camaro, Pontiac GTO/Firebird",2,"1,400	KG",RWD,5,15-Dec-15,1.31 Executives and Other Criminals,104.50 mph (168.18 km/h),01:14.8,No,1,1,2,1,1,"Speed
77.80","Acceleration
62.50","Braking
20.00","Handling
68.18","Overall
57.12",https://www.gtabase.com//grand-theft-auto-v/vehicles/imponte-nightshade
137, Canis Crusader,Military,Canis,Gives Rewards Upon Entry,Warstock Cache & Carry,"$225,000 ",Pegasus Vehicle,Pegasus Concierge,Cannot be modified,Cannot be sold,NA,Can be used in Races,80.78 mph (130.00 km/h),Jeep Wrangler JK Unlimited,4,"2,400	KG",NA,5,17-Sep-13,1.01 Game Launch,91.25 mph (146.85 km/h),01:26.5,No,1,1,2,1,1,"Speed
69.75","Acceleration
45.00","Braking
10.00","Handling
57.58","Overall
45.58",https://www.gtabase.com//grand-theft-auto-v/vehicles/canis-crusader
138, Declasse Hotring Sabre,Sports,Declasse,Has Liveries,Southern S.A. Super Autos,"$830,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$498,000	
	($644,225 when fully upgraded)",Can be used in Races,98.80 mph (159.00 km/h),"Chevrolet Lumina, Oldsmobile Cutlass Supreme",2,"1,508	KG",RWD,4,20-Mar-18,1.43 Southern SA Super Sport Series,121.75 mph (195.94 km/h),01:07.0,No,1,1,2,1,1,"Speed
85.31","Acceleration
83.75","Braking
23.33","Handling
77.27","Overall
67.42",https://www.gtabase.com//grand-theft-auto-v/vehicles/declasse-hotring-sabre
139, Dundreary Stretch,Sedans,Dundreary,NA,Southern S.A. Super Autos,"$30,000 ",Pegasus Vehicle,Pegasus Concierge,Cannot be modified,Cannot be sold,NA,Transform Races Only,83.89 mph (135.00 km/h),Lincoln Town Car,6,"2,400	KG",RWD,5,17-Sep-13,1.01 Game Launch,94.25 mph (151.68 km/h),01:27.1,No,1,1,2,1,1,"Speed
72.43","Acceleration
42.50","Braking
26.67","Handling
56.06","Overall
49.42",https://www.gtabase.com//grand-theft-auto-v/vehicles/dundreary-stretch
140, Übermacht Zion Cabrio,Coupes,Übermacht,"Convertible - Soft-top, Mystery Prize",Can be stolen / found,"$65,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$39,000	
	($150,438 when fully upgraded)",Can be used in Races,90.10 mph (145.00 km/h),BMW 6-Series E64,2,"1,400	KG",RWD,6,17-Sep-13,1.01 Game Launch,117.00 mph (188.29 km/h),01:07.4,No,1,1,2,1,1,"Speed
77.80","Acceleration
55.00","Braking
30.00","Handling
78.79","Overall
60.40",https://www.gtabase.com//grand-theft-auto-v/vehicles/ubermacht-zion-cabrio
141, Übermacht Revolter,Sports,Übermacht,"Has Liveries, No Passive Mode, Weaponized Vehicle",Legendary Motorsport,"$1,610,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$966,000	
	($1,161,225 when fully upgraded)",Can be used in Races,86.99 mph (140.00 km/h),"Cadillac Escala Concept, Audi TT Mk3",4,"2,600	KG",NA,6,23-Jan-18,1.42 The Doomsday Heist,115.50 mph (185.88 km/h),01:04.2,No,1,1,2,1,1,"Speed
75.12","Acceleration
87.50","Braking
26.67","Handling
68.18","Overall
64.37",https://www.gtabase.com//grand-theft-auto-v/vehicles/ubermacht-revolter
142, LCC Innovation,Motorcycles,LCC,NA,Southern S.A. Super Autos,"$92,500 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$55,500	
	($110,100 when fully upgraded)",Can be used in Races,83.89 mph (135.00 km/h),"Harley Davidson Breakout, Billy Lane Choppers Inc",2,"250	KG",RWD,4,2-Oct-14,1.17 Last Team Standing,110.00 mph (177.03 km/h),01:05.0,No,1,1,2,1,1,"Speed
72.43","Acceleration
80.00","Braking
33.33","Handling
57.58","Overall
60.84",https://www.gtabase.com//grand-theft-auto-v/vehicles/lcc-innovation
143, Imponte Duke O'Death,Muscle,Imponte,"Armored Vehicle, Bulletproof - Side, Bulletproof - Rear",Warstock Cache & Carry,"$665,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$399,000	
	($458,550 when fully upgraded)",Can be used in Races,94.45 mph (152.00 km/h),Dodge Charger/Pontiac GTO,2,"5,000	KG",RWD,4,18-Nov-14,1.18 PS4 & Xbox One Release,114.25 mph (183.87 km/h),01:10.1,Bulletproof from the rear and slightly front right,9,3,7,1,1,"Speed
81.56","Acceleration
87.50","Braking
30.00","Handling
68.48","Overall
66.89",https://www.gtabase.com//grand-theft-auto-v/vehicles/imponte-duke-o-death
144, Gallivanter Baller II,SUVs,Gallivanter,Has Variants,Can be stolen / found,"$90,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$54,000	
	($142,375 when fully upgraded)",Can be used in Races,83.89 mph (135.00 km/h),Range Rover Evoque/Range Rover Sport,4,"2,200	KG",NA,5,17-Sep-13,1.01 Game Launch,108.25 mph (174.21 km/h),01:14.1,No,1,1,2,1,1,"Speed
72.43","Acceleration
67.50","Braking
20.00","Handling
60.61","Overall
55.14",https://www.gtabase.com//grand-theft-auto-v/vehicles/gallivanter-baller-ii
145, Ocelot Penetrator,Super,Ocelot,NA,Legendary Motorsport,"$880,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$528,000	
	($702,150 when fully upgraded)",Can be used in Races,99.11 mph (159.50 km/h),"Jaguar XJ220, Saleen S7",2,"1,470	KG",NA,5,13-Dec-16,1.37 Import/Export,124.00 mph (199.56 km/h),01:02.6,No,1,1,2,1,1,"Speed
85.58","Acceleration
75.00","Braking
26.67","Handling
78.18","Overall
66.36",https://www.gtabase.com//grand-theft-auto-v/vehicles/ocelot-penetrator
146, Übermacht Oracle,Coupes,Übermacht,Has Variants,Can be stolen / found,"$80,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$48,000	
	($153,513 when fully upgraded)",Can be used in Races,93.21 mph (150.00 km/h),"BMW 7 Series F01, BMW 6 Series Gran Coupe, BMW 5 Series GT",4,"1,900	KG",RWD,5,17-Sep-13,1.01 Game Launch,115.00 mph (185.07 km/h),01:11.7,No,1,1,2,1,1,"Speed
80.48","Acceleration
67.50","Braking
30.00","Handling
68.18","Overall
61.54",https://www.gtabase.com//grand-theft-auto-v/vehicles/ubermacht-oracle
147, Bravado Youga Classic,Vans,Bravado,"Has Liveries, Has Variants",Southern S.A. Super Autos,"$195,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$117,000	
	($269,695 when fully upgraded)",Can be used in Races,74.56 mph (120.00 km/h),Ford Ecoline (2nd gen),4,"2,500	KG",RWD,5,22-Nov-16,1.36 Bikers,91.00 mph (146.45 km/h),01:30.1,No,1,1,2,1,1,"Speed
64.39","Acceleration
35.00","Braking
10.00","Handling
54.55","Overall
40.98",https://www.gtabase.com//grand-theft-auto-v/vehicles/bravado-youga-classic
148, Annis ZR380 (Arena),Sports,Annis,"Arena Contender, Armored Vehicle, Has Liveries, Has Variants, Has Trade Price, JDM Car, Jump Ability, No Passive Mode, Proximity Mines, Rocket Boost, Unique Radar Icon, Weaponized Vehicle",Arena War,"$2,138,640 ",Garage (Personal Vehicle),Mechanic,Arena Workshop,Can be sold only if purchased (High-End),"$1,283,184	
	($2,628,119 when fully upgraded)",Arena War Races,98.18 mph (158.00 km/h),"Nissan 350Z, Nissan 370Z, Porsche 935",2,"1,600	KG",RWD,6,11-Dec-18,1.46 Arena War,140.50 mph (226.11 km/h),01:03.3,Window plates available at Arena's workshop,4,1,3,1,1,"Speed
84.78","Acceleration
87.50","Braking
26.67","Handling
75.76","Overall
68.67",https://www.gtabase.com//grand-theft-auto-v/vehicles/zr380-arena
149, Karin Sultan,Sports,Karin,"Has Variants, JDM Car, Mystery Prize",Can be stolen / found,"$12,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$7,200	
	($77,265 when fully upgraded)",Can be used in Races,90.10 mph (145.00 km/h),"Lexus IS, Mitsubishi Lancer Evo VI, Subaru Impreza",4,"1,400	KG",NA,5,17-Sep-13,1.01 Game Launch,115.75 mph (186.28 km/h),01:05.8,No,1,1,2,1,1,"Speed
77.80","Acceleration
65.00","Braking
13.33","Handling
71.21","Overall
56.84",https://www.gtabase.com//grand-theft-auto-v/vehicles/karin-sultan
150, Buckingham Vestra,Planes,Buckingham,"Armored Vehicle, Bulletproof - Rear, Has Liveries",Elitás Travel,"$950,000 ",Pegasus Vehicle,Pegasus Concierge,Paint Job Only,Cannot be sold,NA,Can be used in Races,87.61 mph (141.00 km/h),"Cirrus Vision SF50, Eclipse 500",2,"5,000	KG",RWD,NA,4-Mar-14,1.11 Business,163.75 mph (263.53 km/h),00:40.3,Bulletproof from the rear (rear has no windows),3,1,2,1,1,"Speed
88.50","Acceleration
42.50","Braking
42.00","Handling
54.50","Overall
56.88",https://www.gtabase.com//grand-theft-auto-v/vehicles/buckingham-vestra
151, Bravado Buffalo,Sports,Bravado,"Has Variants, Mystery Prize",Can be stolen / found,"$35,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$21,000	
	($88,665 when fully upgraded)",Can be used in Races,90.10 mph (145.00 km/h),Dodge Charger,4,"1,650	KG",RWD,5,17-Sep-13,1.01 Game Launch,112.25 mph (180.65 km/h),01:08.5,No,1,1,2,1,1,"Speed
77.80","Acceleration
67.50","Braking
30.00","Handling
74.24","Overall
62.39",https://www.gtabase.com//grand-theft-auto-v/vehicles/bravado-buffalo
152, Dinka Postlude,Coupes,Dinka,"Has Liveries, Has Trade Price, JDM Car, Tuners Vehicle",Southern S.A. Super Autos,"$1,310,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$786,000	
	($1,069,487 when fully upgraded)",Can be used in Races,81.40 mph (131.00 km/h),Honda Prelude Gen I,2,"1,150	KG",NA,5,22-Sep-22,1.61 Criminal Enterprises,103.00 mph (165.76 km/h),01:14.5,No,1,1,2,1,1,"Speed
70.29","Acceleration
73.75","Braking
13.33","Handling
60.15","Overall
54.38",https://www.gtabase.com//grand-theft-auto-v/vehicles/postlude
153, Pegassi Faggio Sport,Motorcycles,Pegassi,Mystery Prize,Southern S.A. Super Autos,"$47,500 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$28,500	
	($155,550 when fully upgraded)",Can be used in Races,59.03 mph (95.00 km/h),Piaggio Zip; 2007 Peugeot V Clic; Kymco Agility 50,2,"110	KG",RWD,3,4-Oct-16,1.36 Bikers,76.75 mph (123.52 km/h),01:25.3,No,1,1,2,1,1,"Speed
50.97","Acceleration
49.38","Braking
13.33","Handling
51.52","Overall
41.30",https://www.gtabase.com//grand-theft-auto-v/vehicles/pegassi-faggio-sport
154, Declasse Moonbeam Custom,Muscle,Declasse,"Custom Vehicle, Has Liveries, Hydraulics",Benny's Original Motor Works,"$370,000 ",Garage (Personal Vehicle),Mechanic,Benny's Original Motor Works,Can be sold only if purchased (High-End),"$222,000	
	($613,298 when fully upgraded)",Can be used in Races,77.67 mph (125.00 km/h),1985-1994 Chevrolet Astro/1985-1994 GMC Safari; KK Jeep Liberty,4,"2,400	KG",RWD,4,20-Oct-15,1.30 Lowriders,102.00 mph (164.15 km/h),01:17.5,No,1,1,2,1,1,"Speed
67.07","Acceleration
52.50","Braking
13.33","Handling
60.61","Overall
48.38",https://www.gtabase.com//grand-theft-auto-v/vehicles/declasse-moonbeam-custom
155, Pegassi FCR 1000,Motorcycles,Pegassi,"Has Variants, Mystery Prize",Benny's Original Motor Works,"$135,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$81,000	
	($145,650 when fully upgraded)",Can be used in Races,86.99 mph (140.00 km/h),BMW R100,1,"210	KG",RWD,6,2-Jan-17,1.37 Import/Export,112.00 mph (180.25 km/h),01:03.2,No,1,1,2,1,1,"Speed
75.12","Acceleration
76.25","Braking
40.00","Handling
63.64","Overall
63.75",https://www.gtabase.com//grand-theft-auto-v/vehicles/pegassi-fcr-1000
156, Enus Huntley S,SUVs,Enus,NA,Legendary Motorsport,"$195,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$117,000	
	($228,363 when fully upgraded)",Can be used in Races,84.51 mph (136.00 km/h),"Bentley EXP 9 F (concept), Bentayga",4,"2,500	KG",NA,6,13-May-14,1.13 High Life,108.25 mph (174.21 km/h),01:12.7,No,1,1,2,1,1,"Speed
72.97","Acceleration
66.25","Braking
18.33","Handling
63.64","Overall
55.30",https://www.gtabase.com//grand-theft-auto-v/vehicles/enus-huntley-s
157, Benefactor Surano,Sports,Benefactor,"Convertible - Soft-top, Mystery Prize",Legendary Motorsport,"$110,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$66,000	
	($210,675 when fully upgraded)",Can be used in Races,96.31 mph (155.00 km/h),"Mercedes-Benz SLS AMG roadster, Jaguar F-type",2,"1,600	KG",RWD,6,17-Sep-13,1.01 Game Launch,121.00 mph (194.73 km/h),01:04.5,No,1,1,2,1,1,"Speed
83.17","Acceleration
85.00","Braking
33.33","Handling
77.27","Overall
69.69",https://www.gtabase.com//grand-theft-auto-v/vehicles/benefactor-surano
158, Truffade Adder,Super,Truffade,NA,Legendary Motorsport,"$1,000,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$600,000	
	($731,750 when fully upgraded)",Can be used in Races,99.42 mph (160.00 km/h),"Bugatti Super Veyron, Saab Aero-X",2,"1,800	KG",NA,6,17-Sep-13,1.01 Game Launch,124.75 mph (200.77 km/h),01:05.0,No,1,1,2,1,1,"Speed
85.85","Acceleration
80.00","Braking
33.33","Handling
75.76","Overall
68.73",https://www.gtabase.com//grand-theft-auto-v/vehicles/truffade-adder
159, Dewbauchee JB 700,Sports Classics,Dewbauchee,"Has Variants, Mystery Prize",Legendary Motorsport,"$350,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$210,000	
	($341,750 when fully upgraded)",Can be used in Races,93.21 mph (150.00 km/h),Aston Martin DB5,2,"1,600	KG",RWD,5,17-Sep-13,1.01 Game Launch,119.25 mph (191.91 km/h),01:12.1,No,1,1,2,1,1,"Speed
80.48","Acceleration
65.00","Braking
20.00","Handling
65.15","Overall
57.66",https://www.gtabase.com//grand-theft-auto-v/vehicles/dewbauchee-jb-700
160, Brute Boxville (LSDWP),Vans,Brute,"Bulletproof - Rear, Has Liveries, Has Variants, Has Trade Price, Peds can stand on top",Warstock Cache & Carry,"$398,000 ",Pegasus Vehicle,Pegasus Concierge,Cannot be modified,Cannot be sold,NA,Can be used in Races,62.14 mph (100.00 km/h),GMC Step Van,4,"5,500	KG",RWD,4,17-Sep-13,1.01 Game Launch,71.25 mph (114.67 km/h),01:47.7,Bulletproof from the rear (rear has no windows),1,1,2,1,1,"Speed
53.66","Acceleration
27.50","Braking
8.33","Handling
46.97","Overall
34.11",https://www.gtabase.com//grand-theft-auto-v/vehicles/boxville-lsdwp
161, Pegassi Monroe,Sports Classics,Pegassi,Mystery Prize,Legendary Motorsport,"$490,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$294,000	
	($425,250 when fully upgraded)",Can be used in Races,93.21 mph (150.00 km/h),"Lamborghini Miura, aspects of Ferarri 250 GTO",2,"1,200	KG",RWD,5,17-Sep-13,1.01 Game Launch,122.00 mph (196.34 km/h),01:11.2,No,1,1,2,1,1,"Speed
80.48","Acceleration
70.00","Braking
21.67","Handling
66.67","Overall
59.70",https://www.gtabase.com//grand-theft-auto-v/vehicles/pegassi-monroe
162, Benefactor Bruiser (Arena),Off-Road,Benefactor,"Arena Contender, Armored Vehicle, Custom Vehicle, Has Liveries, Has Variants, Jump Ability, No Passive Mode, Proximity Mines, Rocket Boost, Unique Radar Icon, Weaponized Vehicle",Arena War,"$1,609,000 ",Arena Workshop,Mechanic,Arena Workshop,Can be sold only if purchased (High-End),"$965,400	
	($2,278,865 when fully upgraded)",Arena War Races,80.78 mph (130.00 km/h),"Mercedes-Benz W123, ""People Eater's"" limousine from the 2015 action film, Mad Max: Fury Road",4,"6,000	KG",RWD,5,11-Dec-18,1.46 Arena War,110.50 mph (177.83 km/h),01:20.8,Window plates available at Arena's workshop,5,1,4,1,1,"Speed
69.75","Acceleration
65.00","Braking
16.67","Handling
53.03","Overall
51.11",https://www.gtabase.com//grand-theft-auto-v/vehicles/bruiser-arena
163, Progen GP1,Super,Progen,NA,Legendary Motorsport,"$1,260,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$756,000	
	($938,700 when fully upgraded)",Can be used in Races,99.73 mph (160.50 km/h),McLaren F1,2,"1,100	KG",RWD,6,14-Mar-17,1.38 Special Vehicle Circuit,123.75 mph (199.16 km/h),01:03.6,No,1,1,2,1,1,"Speed
86.12","Acceleration
92.50","Braking
40.00","Handling
84.77","Overall
75.85",https://www.gtabase.com//grand-theft-auto-v/vehicles/progen-gp1
164, Benefactor LM87,Super,Benefactor,Has Liveries,Legendary Motorsport,"$2,915,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$1,749,000	
	($1,946,420 when fully upgraded)",Can be used in Races,101.19 mph (162.85 km/h),Sauber Mercedes C9 & Mercedes-Benz C11,1,"900	KG",RWD,6,26-Jul-22,1.61 Criminal Enterprises,128.50 mph (206.80 km/h),00:58.7,No,1,1,2,1,1,"Speed
87.38","Acceleration
94.13","Braking
45.00","Handling
100.00","Overall
81.63",https://www.gtabase.com//grand-theft-auto-v/vehicles/lm87
165, Declasse Voodoo Custom,Muscle,Declasse,"Custom Vehicle, Has Liveries, Hydraulics",Benny's Original Motor Works,"$420,000 ",Garage (Personal Vehicle),Mechanic,Benny's Original Motor Works,Can be sold only if purchased (High-End),"$252,000	
	($595,772 when fully upgraded)",Can be used in Races,80.78 mph (130.00 km/h),Chevy Impala,2,"2,100	KG",RWD,4,20-Oct-15,1.30 Lowriders,100.75 mph (162.14 km/h),01:22.2,No,1,1,2,1,1,"Speed
69.75","Acceleration
45.00","Braking
23.33","Handling
56.06","Overall
48.54",https://www.gtabase.com//grand-theft-auto-v/vehicles/declasse-voodoo-custom
166, Bravado Bison,Vans,Bravado,"Has Variants, Towing Hitch",Can be stolen / found,"$30,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold if stolen or purchased,"$18,000	
	($106,375 when fully upgraded)",Can be used in Races,80.78 mph (130.00 km/h),Dodge Ram Heavy Duty,6,"2,100	KG",NA,5,17-Sep-13,1.01 Game Launch,98.50 mph (158.52 km/h),01:19.9,No,1,1,2,1,1,"Speed
69.75","Acceleration
50.00","Braking
20.00","Handling
62.12","Overall
50.47",https://www.gtabase.com//grand-theft-auto-v/vehicles/bravado-bison
167, Dewbauchee Rapid GT,Sports,Dewbauchee,"Has Variants, Mystery Prize",Legendary Motorsport,"$132,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$79,200	
	($218,375 when fully upgraded)",Can be used in Races,94.45 mph (152.00 km/h),Aston Martin Vantage,2,"1,600	KG",RWD,6,17-Sep-13,1.01 Game Launch,119.50 mph (192.32 km/h),01:08.4,No,1,1,2,1,1,"Speed
81.56","Acceleration
90.00","Braking
33.33","Handling
74.24","Overall
69.78",https://www.gtabase.com//grand-theft-auto-v/vehicles/dewbauchee-rapid-gt
168, Albany Primo Custom,Sedans,Albany,"Custom Vehicle, Has Liveries, Hydraulics",Benny's Original Motor Works,"$400,000 ",Garage (Personal Vehicle),Mechanic,Benny's Original Motor Works,Can be sold only if purchased (High-End),"$240,000	
	($591,960 when fully upgraded)",Can be used in Races,86.99 mph (140.00 km/h),Late 80's Pontiac Bonneville,4,"1,800	KG",RWD,5,20-Oct-15,1.30 Lowriders,103.00 mph (165.76 km/h),01:12.8,No,1,1,2,1,1,"Speed
75.12","Acceleration
50.00","Braking
30.00","Handling
71.21","Overall
56.58",https://www.gtabase.com//grand-theft-auto-v/vehicles/albany-primo-custom
169, Pegassi Vacca,Super,Pegassi,"Bulletproof - Rear, Mystery Prize",Legendary Motorsport,"$240,000 ",Garage (Personal Vehicle),Mechanic,Los Santos Customs,Can be sold only if purchased (High-End),"$144,000	
	($283,175 when fully upgraded)",Can be used in Races,94.45 mph (152.00 km/h),"Lamborghini Gallardo, McLaren MP4-12C",2,"1,200	KG",RWD,6,17-Sep-13,1.01 Game Launch,120.25 mph (193.52 km/h),01:04.0,Has protection from the back,1,1,2,1,1,"Speed
81.56","Acceleration
75.00","Braking
33.33","Handling
78.79","Overall
67.17",https://www.gtabase.com//grand-theft-auto-v/vehicles/pegassi-vacca
